Image_name,Paragraph,train,test,val
patan_105,The image shows a park with a brick walkway that leads to a gazebo. The gazebo is made of wood and has a pointed roof. People are walking around the park and some are sitting on benches. The sky is cloudy and there are trees in the background. It looks like a peaceful day at the park.,TRUE,FALSE,FALSE
patan_106,The image shows a temple square in Nepal. The square is made of red brick. Many people are walking around the square. There are also some temples and buildings in the background. The sky is blue with some clouds.,TRUE,FALSE,FALSE
patan_107,"The image shows a tall temple with a tree in the front. The temple is made of brick and has many levels. The sky is blue and there is grass in the front. The temple has a sign on it that reads ""Patan Durbar Square"".",TRUE,FALSE,FALSE
patan_108,"he courtyard is made of red bricks. In the middle of the courtyard, there’s a small shrine. The sky is blue and there are trees in the background. It looks like a peaceful day at the temple.",TRUE,FALSE,FALSE
patan_109,The image shows a temple with a tall tower and many smaller towers. The temple is made of dark stone and has many details. The sky is cloudy and there's a bird flying in the background. The temple seems to be in a city or urban area.,TRUE,FALSE,FALSE
patan_110,The temple is made of wood and has many levels. There are many pigeons on the ground and people are walking around. The buildings are pink and brown and the sky is blue.,TRUE,FALSE,FALSE
patan_111,The image shows a temple in Nepal. The temple is made of wood and has a roof that is golden. There's a tall pole with a flag in front of the temple. The sky is blue and there are buildings in the background.,TRUE,FALSE,FALSE
patan_112,The complex has many buildings that are made in the traditional Nepali style. The sky is blue and there are many people walking around. The buildings are made of brick and wood and have many details on them. The picture is taken from a low place looking up at the buildings.,TRUE,FALSE,FALSE
patan_113,The temple is made of wood and has many detailed designs on it. There are statues of lions at the entrance of the temple. People are walking around the temple. The sky is blue with some clouds.,TRUE,FALSE,FALSE
patan_114,The temple has many levels and is made of stone. People are walking around the temple and birds are flying above it. The sky is blue and there are buildings in the background.,TRUE,FALSE,FALSE
patan_115,The image shows two temples in Nepal. The temples are being built and are covered in green scaffolding. You can see the city and the mountains in the background. The sky is blue and the mountains have snow on them. It looks like a busy day at the construction site.,TRUE,FALSE,FALSE
patan_116,The image shows a busy square in Nepal. The square is full of people and buildings. The buildings are made of brick and have the traditional Nepali style. The sky is blue with some clouds. The picture is taken from a high place looking down at the square.,TRUE,FALSE,FALSE
patan_117,The temple is made of stone and has many detailed designs on it. The picture is taken from a high place looking down at the temple. You can see the city in the background. The temple has a golden statue on top.,TRUE,FALSE,FALSE
patan_118,"The image shows a temple complex in Nepal. The complex has many buildings with detailed designs on them. In the middle of the complex, there's a large pool. People are walking around and looking at the buildings. The sky is blue and it looks like a warm day.",TRUE,FALSE,FALSE
patan_119,"The image captures a serene scene at dusk in Nepal, where a multi-level temple stands tall against the deep blue sky. Bathed in warm yellow lights, the temple’s intricate details are highlighted, creating a striking contrast. Around the temple, people are gathered, adding a sense of community and liveliness to the scene.",TRUE,FALSE,FALSE
patan_120,"The image depicts a bustling scene at a temple complex in Nepal. The multi-level temple, constructed from brick and wood, is currently under renovation, as indicated by the visible scaffolding. In the foreground, various shops are open for business, and people can be seen walking around, adding to the lively atmosphere. Above, the sky is a clear blue, dotted with clouds, completing the picturesque setting.",TRUE,FALSE,FALSE
patan_121,"The image showcases a traditional Nepali temple. The temple is characterized by its intricate woodwork and brick walls, reflecting the rich cultural heritage of Nepal. It features multiple levels with a tall tower in the center, which is a common architectural element in Nepali temples. The temple also has multiple arches and windows, allowing light to filter through. The sky visible in the background adds to the overall aesthetic of the image.",TRUE,FALSE,FALSE
patan_122,"The image portrays an old, multi-level temple in Nepal, constructed from stone and adorned with numerous arches and columns. People are seen resting on the temple steps, adding a human element to the scene. The backdrop features a cloudy sky and additional buildings, providing context to the temple’s location.",TRUE,FALSE,FALSE
patan_123,"The image portrays a tall, multi-tiered temple in Nepal. The temple, made of dark stone, is adorned with intricate carvings and topped with a golden spire. It is surrounded by a brick courtyard where people can be seen leisurely strolling. The weather appears to be sunny, with a clear blue sky overhead.",TRUE,FALSE,FALSE
patan_124,"The image depicts a multi-tiered pagoda style temple in Nepal, captured during the night. The temple, made of wood and adorned with intricate carvings, is beautifully lit up, making it the main source of light in the photo. The golden roof of the temple adds a majestic touch to the scene. People can be seen walking around the temple, adding a dynamic element to the image.",TRUE,FALSE,FALSE
patan_125,"This image captures a day at a wooden temple in Nepal. The temple, adorned with intricate carvings, stands as a testament to the rich cultural heritage of the region. People can be seen walking around the temple, adding a lively atmosphere to the serene setting. The temple is nestled among other buildings and structures, under a blue sky lightly dotted with clouds.",TRUE,FALSE,FALSE
patan_126,"The image presents a panoramic view of a temple complex in Nepal, showcasing its intricate architecture. Composed of multiple structures made from brick and wood, the temple complex exudes an aura of historical significance. The complex, with its multi-level design, is surrounded by a courtyard, adding to its grandeur. Visitors can be seen in the image, indicating the temple’s role as a place of gathering and worship.",TRUE,FALSE,FALSE
